effective_id	display_name	match_tier	source	donor_cid	real_prog_count	prog_fp	sample_titles
NOW: SKY NEWS LIVE ᴿᴬᵂ	Sky News Live RAW [NOW]	norm-name	provider_4	SkyNews.uk@SD	215	c138764b27	Sky News | Mornings with Jones and Melbourne | Sky News Today with Sam Washington
NatGeo.uk	National Geographic 4K [UK]	direct	provider_14	NatGeo.uk	48	8d741e5266	Colossal Machines | Car S.O.S | Sinking The HMS Coventry
NatGeo.us	National Geographic HD [US]	direct	provider_14	NatGeo.us	54	0f98d2d814	Vikings: The Rise and Fall | Paid Programming | Car Repair Secrets!
NatGeoWild.uk	National Geographic Wild 4K [UK]	direct	provider_14	NatGeoWild.uk	47	0e15799af0	Monster Fish | Savage Kingdom | The Incredible Dr. Pol
NatGeoWild.us	National Geographic Wild HD [US]	direct	provider_14	NatGeoWild.us	56	06533f0fd8	Paid Programming | Tired of Pain? Go Drug-Free | Best Mattress Topper Ever!
NationalGeographicAbuDhabi.ae	Abu Dhabi Natioanl Geo 4K [AR]	alias	AE1	Nat.Geo.Abu.Dhabi.HD.ae	115	e4cf6d0241	Air Crash Investigation | World's Deadliest Compilations | Meet The Chimps
NewEnglandCableNews.us	Necn HD [US]	direct	provider_14	NewEnglandCableNews.us	80	6b98bc20fb	NBC 10 Boston Today @ 5AM | NBC 10 Boston News | NECN News 7 am
NewEnglandSportsNetwork.us	Nesn UHD 3840p [US]	dummy			0		
NewEnglandSportsNetworkPlus.us	Nesn Plus HD [US]	rescue-token	provider_3	5900f38f-1973-4a53-9168-980fa39474ab	126	24fd84816f	The Contenders 2026 | USL Championship Soccer | MLB Baseball
NewVision.uk	New Vision / Ary World [UK]	direct	provider_14	NewVision.uk	98	5944431515	Headline News | Bakhabar Savera | News
News12Bronx.us	News 12 The Bronx 4K [US]	direct	provider_14	News12Bronx.us	96	0d57640edb	News 12 the Bronx | Be Well | Hot Toys 2026
News12Brooklyn.us	News 12 Brooklyn [US]	direct	provider_14	News12Brooklyn.us	96	3887c30b05	News 12 Brooklyn | Be Well | Hot Toys 2026
News12CT.us	News 12 Connecticut [US]	direct	provider_14	News12CT.us	96	d90b6d68e8	News 12 Connecticut | Be Well | Hot Toys 2026
Newsmax.us	Newsmax HD [US]	direct	provider_14	Newsmax.us	41	d6ff431738	Caught on Bodycam | Live: Wake Up America Early | Live: Wake Up America
Next | ASN Nigelec vs. AS UAM | Coupe Nationale - Niger | 2026-06-13 | 15:45 (GMT) | 8K~ed558176	Next | Asn Nigelec Vs. As Uam | Coupe Nationale - Niger | 2026-06-13 | 15:45 (Gmt) | 8K Exclusive | Us: DAZN PPV 26	dummy			0		
Next | Abacha City FC vs. East End Lions FC | Premier League - Sierra Leone | 2026-06-1~177fd710	Next | Abacha City Fc Vs. East End Lions Fc | Premier League - Sierra Leone | 2026-06-13 | 16:30 (Gmt) | 8K Exclusive | Us: DAZN PPV 32	dummy			0		
Next | Binga vs. Onze Créateurs | Première Division - Mali | 2026-06-13 | 18:15 (GMT) |~2a0628c0	Next | Binga Vs. Onze CrÉAteurs | PremiÈRe Division - Mali | 2026-06-13 | 18:15 (Gmt) | 8K Exclusive | Us: DAZN PPV 40	dummy			0		
Next | Blue Eagles vs. CIVO United | Airtel Top 8 - Malawi | 2026-06-13 | 12:00 (GMT) |~58e1907b	Next | Blue Eagles Vs. Civo United | Airtel Top 8 - Malawi | 2026-06-13 | 12:00 (Gmt) | 8K Exclusive | Us: DAZN PPV 8	dummy			0		
Next | Buffles FC vs. Bani Ganse FC | Championnat National - Benin | 2026-06-13 | 15:00~12e26c82	Next | Buffles Fc Vs. Bani Ganse Fc | Championnat National - Benin | 2026-06-13 | 15:00 (Gmt) | 8K Exclusive | Us: DAZN PPV 24	dummy			0		
Next | Diamond Stars FC vs. Bhantal FC | Premier League - Sierra Leone | 2026-06-13 | 1~bcc55ae9	Next | Diamond Stars Fc Vs. Bhantal Fc | Premier League - Sierra Leone | 2026-06-13 | 16:30 (Gmt) | 8K Exclusive | Us: DAZN PPV 33	dummy			0		
Next | Drift Masters Ireland: Qualifying | Red Bull TV | 2026-06-13 | 13:25 (GMT) | 8K~6381b5e4	Next | Drift Masters Ireland: Qualifying | Red Bull TV | 2026-06-13 | 13:25 (Gmt) | 8K Exclusive | Us: DAZN PPV 12	dummy			0		
Next | Dubrovnik - Group Stages | E1 Series | 2026-06-13 | 09:50 (GMT) | 8K EXCLUSIVE |~30dcb65b	Next | Dubrovnik - Group Stages | E1 Series | 2026-06-13 | 09:50 (Gmt) | 8K Exclusive | Us: DAZN PPV 5	dummy			0		
Next | Dubrovnik - Race Off | E1 Series | 2026-06-13 | 12:40 (GMT) | 8K EXCLUSIVE | US:~81148112	Next | Dubrovnik - Race Off | E1 Series | 2026-06-13 | 12:40 (Gmt) | 8K Exclusive | Us: DAZN PPV 10	dummy			0		
Next | Dynamo FC vs. Coton FC | Championnat National - Benin | 2026-06-13 | 15:00 (GMT)~46810f37	Next | Dynamo Fc Vs. Coton Fc | Championnat National - Benin | 2026-06-13 | 15:00 (Gmt) | 8K Exclusive | Us: DAZN PPV 23	dummy			0		
Next | FC Diarra vs. Stade Malien | Première Division - Mali | 2026-06-13 | 16:15 (GMT)~376b4ebb	Next | Fc Diarra Vs. Stade Malien | PremiÈRe Division - Mali | 2026-06-13 | 16:15 (Gmt) | 8K Exclusive | Us: DAZN PPV 28	dummy			0		
Next | FC Nouadhibou vs. AS Pompier | Coupe du Président - Mauritania | 2026-06-13 | 17~8afd3344	Next | Fc Nouadhibou Vs. As Pompier | Coupe Du PrÉSident - Mauritania | 2026-06-13 | 17:00 (Gmt) | 8K Exclusive | Us: DAZN PPV 35	dummy			0		
Next | FCB Nyasa Big Bullets vs. Ekhaya FC | Airtel Top 8 - Malawi | 2026-06-13 | 15:00~c1bf0e5a	Next | Fcb Nyasa Big Bullets Vs. Ekhaya Fc | Airtel Top 8 - Malawi | 2026-06-13 | 15:00 (Gmt) | 8K Exclusive | Us: DAZN PPV 20	dummy			0		
Next | Fury vs. Hall: Free to Watch Fights | Misfits Boxing | 2026-06-13 | 17:00 (GMT)~9eefe047	Next | Fury Vs. Hall: Free To Watch Fights | Misfits Boxing | 2026-06-13 | 17:00 (Gmt) | 8K Exclusive | Us: DAZN PPV 34	dummy			0		
Next | Glory Collision 9: Prelims | GLORY Kickboxing | 2026-06-13 | 14:30 (GMT) | 8K EX~7a92fef3	Next | Glory Collision 9: Prelims | Glory Kickboxing | 2026-06-13 | 14:30 (Gmt) | 8K Exclusive | Us: DAZN PPV 16	dummy			0		
Next | Kamboi Eagles FC v Freetown City FC | Premier League - Sierra Leone | 2026-06-13~b128ee69	Next | Kamboi Eagles Fc V Freetown City Fc | Premier League - Sierra Leone | 2026-06-13 | 16:30 (Gmt) | 8K Exclusive | Us: DAZN PPV 31	dummy			0		
Next | Kiwitt vs. Arcon | PWR Box Promotions | 2026-06-13 | 17:00 (GMT) | 8K EXCLUSIVE~9cc6116b	Next | Kiwitt Vs. Arcon | Pwr Box Promotions | 2026-06-13 | 17:00 (Gmt) | 8K Exclusive | Us: DAZN PPV 37	dummy			0		
Next | La Dazoneta Mundialista | FIFA World Cup™ | 2026-06-13 | 11:00 (GMT) | 8K EXCLUS~cad328cb	Next | La Dazoneta Mundialista | Fifa World Cup™ | 2026-06-13 | 11:00 (Gmt) | 8K Exclusive | Us: DAZN PPV 6	dummy			0		
Next | Loto Popo FC vs. ASPAC FC | Championnat National - Benin | 2026-06-13 | 15:00 (G~2a12f50c	Next | Loto Popo Fc Vs. Aspac Fc | Championnat National - Benin | 2026-06-13 | 15:00 (Gmt) | 8K Exclusive | Us: DAZN PPV 21	dummy			0		
Next | MMA Bushido 104: Winter vs. Schuster | MMA Bushido | 2026-06-13 | 17:00 (GMT) |~7d11b46f	Next | Mma Bushido 104: Winter Vs. Schuster | Mma Bushido | 2026-06-13 | 17:00 (Gmt) | 8K Exclusive | Us: DAZN PPV 38	dummy			0		
Next | Paradise FCI vs. Hurricanes SC | Premier League - Grenada | 2026-06-13 | 23:00 (~c2ab0ed0	Next | Paradise Fci Vs. Hurricanes Sc | Premier League - Grenada | 2026-06-13 | 23:00 (Gmt) | 8K Exclusive | Us: DAZN PPV 43	dummy			0		
Next | Pointe Michel FC vs. Bath Estate FC | DFA Premier League - Dominica | 2026-06-13~7c490f79	Next | Pointe Michel Fc Vs. Bath Estate Fc | Dfa Premier League - Dominica | 2026-06-13 | 20:00 (Gmt) | 8K Exclusive | Us: DAZN PPV 41	dummy			0		
Next | Réal Bamako vs. US Bougouba | Première Division - Mali | 2026-06-13 | 16:15 (GMT~5edbc3ea	Next | RÉAl Bamako Vs. Us Bougouba | PremiÈRe Division - Mali | 2026-06-13 | 16:15 (Gmt) | 8K Exclusive | Us: DAZN PPV 27	dummy			0		
Next | Scorpion Vermelho vs. Onze Unidos | Championship - Cape Verde | 2026-06-13 | 17:~4e2d9cf0	Next | Scorpion Vermelho Vs. Onze Unidos | Championship - Cape Verde | 2026-06-13 | 17:00 (Gmt) | 8K Exclusive | Us: DAZN PPV 36	dummy			0		
Next | Sobemap FC vs. AS Cotonou FC | Championnat National - Benin | 2026-06-13 | 15:00~0cf5b17a	Next | Sobemap Fc Vs. As Cotonou Fc | Championnat National - Benin | 2026-06-13 | 15:00 (Gmt) | 8K Exclusive | Us: DAZN PPV 18	dummy			0		
Next | St Tropez - Longines Global Champions Tour Grand Prix | Longines Global Champion~cfbbda1b	Next | St Tropez - Longines Global Champions Tour Grand Prix | Longines Global Champions Tour | 2026-06-13 | 15:30 (Gmt) | 8K Exclusive | Us: DAZN PPV 25	dummy			0		
Next | Tenerife vs. Barcelona | Liga Endesa | 2026-06-13 | 18:00 (GMT) | 8K EXCLUSIVE |~dfd0e28f	Next | Tenerife Vs. Barcelona | Liga Endesa | 2026-06-13 | 18:00 (Gmt) | 8K Exclusive | Us: DAZN PPV 39	dummy			0		
Next | Valencia - Race 1 | TCR World Tour | 2026-06-13 | 14:50 (GMT) | 8K EXCLUSIVE | U~8f115d2d	Next | Valencia - Race 1 | Tcr World Tour | 2026-06-13 | 14:50 (Gmt) | 8K Exclusive | Us: DAZN PPV 17	dummy			0		
Next | We United FC vs. South East FC | DFA Premier League - Dominica | 2026-06-13 | 22~e0fd139e	Next | We United Fc Vs. South East Fc | Dfa Premier League - Dominica | 2026-06-13 | 22:30 (Gmt) | 8K Exclusive | Us: DAZN PPV 42	dummy			0		
Next | Wusum Stars FC vs. FC Kallon | Premier League - Sierra Leone | 2026-06-13 | 16:3~06941b86	Next | Wusum Stars Fc Vs. Fc Kallon | Premier League - Sierra Leone | 2026-06-13 | 16:30 (Gmt) | 8K Exclusive | Us: DAZN PPV 29	dummy			0		
OSN: ALYAWM ᴿᴬᵂ	Alyawm RAW [OSN]	dummy			0		
OSN: ANIMAL PLANET ᴿᴬᵂ	Animal Planet RAW [OSN]	norm-name	provider_3	7a69165d-3a82-4674-9103-b2b30962e10e	118	6c58155445	Treehouse Masters | Insane Pools: Off the Deep End | Expedition Mungo
OSN: ART AFLAM 1 ᴿᴬᵂ	ART Aflam 1 RAW [OSN]	dummy			0		
OSN: ART AFLAM 2 ᴿᴬᵂ	ART Aflam 2 RAW [OSN]	dummy			0		
OSN: ART CINEMA ᴿᴬᵂ	ART Cinema RAW [OSN]	dummy			0		
OSN: ART HEKAYAT 1 ᴿᴬᵂ	ART Hekayat 1 RAW [OSN]	dummy			0		
OSN: ART HEKAYAT 2 ᴿᴬᵂ	ART Hekayat 2 RAW [OSN]	dummy			0		
OSN: ART MOIVES ᴿᴬᵂ	ART Moives RAW [OSN]	dummy			0		
OSN: ART ᴿᴬᵂ	ART RAW [OSN]	dummy			0		
OSN: BLIPPI AND FRIENDS ᴿᴬᵂ	Blippi And Friends RAW [OSN]	dummy			0		
OSN: BLOOMBERG ᴿᴬᵂ	Bloomberg RAW [OSN]	norm-name	provider_4	92/bloomberg	0		
OSN: C1 ᴿᴬᵂ	C1 RAW [OSN]	dummy			0		
OSN: CARTOON NETWORK ᴿᴬᵂ	Cartoon Network RAW [OSN]	norm-name	provider_3	544994e6-90f7-4d23-a475-7261ef9e0f03	318	534958e9a8	Dragon Ball Z Kai | The Amazing World of Gumball | Teen Titans Go!
OSN: CINEMA 1 ᴿᴬᵂ	Cinema 1 RAW [OSN]	dummy			0		
OSN: CINEMA 2 ᴿᴬᵂ	Cinema 2 RAW [OSN]	dummy			0		
OSN: COMDEY ᴿᴬᵂ	Comdey RAW [OSN]	dummy			0		
OSN: CRIME ᴿᴬᵂ	Crime RAW [OSN]	norm-name	provider_6	au#3234/crime	0		
OSN: DISCOVERY IDX ᴿᴬᵂ	Discovery Idx RAW [OSN]	dummy			0		
OSN: DISCOVERY ᴿᴬᵂ	Discovery RAW [OSN]	norm-name	provider_3	4d2c2d58-cb18-44fe-8f9b-96637b1aac60	113	f8d47e36b4	Gold Rush | Sara Price: Chasing Dakar | The Last Woodsmen
OSN: DOCUMENTARY ᴿᴬᵂ	Documentary RAW [OSN]	norm-name	provider_3	d2d0ba03-cbf0-40ec-a604-010a95390a9e	111	d9e4db27f5	THC, Inc | When Lambs Become Lions | POV
OSN: ECLUTCH LIVE 1 ᴿᴬᵂ	Eclutch Live 1 RAW [OSN]	dummy			0		
OSN: ECLUTCH LIVE 2 ᴿᴬᵂ	Eclutch Live 2 RAW [OSN]	dummy			0		
OSN: ECLUTCH LIVE ACC ᴿᴬᵂ	Eclutch Live Acc RAW [OSN]	dummy			0		
OSN: ESPORT 24 ᴿᴬᵂ	Esport 24 RAW [OSN]	norm-name	provider_7	6609	20	58eff4d039	ESports 24
OSN: FAN ᴿᴬᵂ	Fan RAW [OSN]	dummy			0		
OSN: FASHIONTV ᴿᴬᵂ	Fashiontv RAW [OSN]	dummy			0		
OSN: FATAFEAT ᴿᴬᵂ	Fatafeat RAW [OSN]	dummy			0		
OSN: FOX NEWS ᴿᴬᵂ	FOX News RAW [OSN]	norm-name	provider_6	au#3186/fox-news	0		
OSN: GAME TOON ᴿᴬᵂ	Game Toon RAW [OSN]	dummy			0		
OSN: GINX ESPORTS ᴿᴬᵂ	Ginx Esports RAW [OSN]	dummy			0		
OSN: HISTORY 2 ᴿᴬᵂ	History 2 RAW [OSN]	dummy			0		
OSN: HISTORY ᴿᴬᵂ	History RAW [OSN]	norm-name	provider_3	8dc85473-5c44-444f-8ee3-f3ad6da10329	130	b765737d7c	CSN Mint | American Pickers | History's Greatest Machines With Dolph Lundgren
OSN: KIDS ᴿᴬᵂ	Kids RAW [OSN]	dummy			0		
OSN: MCM TOP ᴿᴬᵂ	Mcm Top RAW [OSN]	dummy			0		
OSN: MEZZE ᴿᴬᵂ	Mezze RAW [OSN]	dummy			0		
OSN: MOONBUG KIDS ᴿᴬᵂ	Moonbug Kids RAW [OSN]	dummy			0		
OSN: MOTORVISION+ ᴿᴬᵂ	Motorvision+ RAW [OSN]	dummy			0		
OSN: MOVIES ACTION ᴿᴬᵂ	Movies Action RAW [OSN]	norm-name	provider_9	MoviesAction.sa@SD	59	f9dd85c2dc	Basic | Mr. Right | Sicario
OSN: MOVIES FAMILY ᴿᴬᵂ	Movies Family RAW [OSN]	dummy			0		
OSN: MOVIES HOLLOWAY ᴿᴬᵂ	Movies Holloway RAW [OSN]	dummy			0		
OSN: MOVIES HORROR ᴿᴬᵂ	Movies Horror RAW [OSN]	dummy			0		
OSN: MOVIES PREMIERE ᴿᴬᵂ	Movies Premiere RAW [OSN]	dummy			0		
OSN: MTV 00S ᴿᴬᵂ	Mtv 00S RAW [OSN]	dummy			0		
OSN: MUSALSALAT 1 ᴿᴬᵂ	Musalsalat 1 RAW [OSN]	dummy			0		
OSN: MUSALSALAT 2 ᴿᴬᵂ	Musalsalat 2 RAW [OSN]	dummy			0		
OSN: NICK JR. ᴿᴬᵂ	Nick Jr. RAW [OSN]	norm-name	provider_3	0ae8d67d-2284-4e26-a2f9-4ba1b2819ff9	239	3309ceb5a5	PAW Patrol | Peppa Pig | Gabby's Dollhouse
OSN: NICKELODEON ᴿᴬᵂ	Nickelodeon RAW [OSN]	norm-name	provider_4	Nickelodeon.uk@SD	248	d9815bb484	The Patrick Star Show | SpongeBob SquarePants | That Girl Lay Lay
OSN: NICKTOONS ᴿᴬᵂ	Nicktoons RAW [OSN]	dup-feed-scrub	provider_3	41a3b6f2-8fbd-416d-9c61-b150d4006711	0		
OSN: NOW LOCAL 2 ᴿᴬᵂ	Now Local 2 RAW [OSN]	dummy			0		
OSN: NOW ᴿᴬᵂ	Now RAW [OSN]	dummy			0		
OSN: ONE ᴿᴬᵂ	One RAW [OSN]	dummy			0		
OSN: RFM TV ᴿᴬᵂ	Rfm TV RAW [OSN]	dummy-forced			0		
OSN: SAFWAH ᴿᴬᵂ	Safwah RAW [OSN]	dummy			0		
OSN: SHOWCASE CLASSICS ᴿᴬᵂ	Showcase Classics RAW [OSN]	dummy			0		
OSN: SHOWCASE ᴿᴬᵂ	Showcase RAW [OSN]	norm-name	provider_6	au#3212/showcase-hd	0		
OSN: TFC ᴿᴬᵂ	Tfc RAW [OSN]	dummy			0		
OSN: TLC ᴿᴬᵂ	TLC RAW [OSN]	dummy			0		
OSN: YAHALA AFLAM ᴿᴬᵂ	Yahala Aflam RAW [OSN]	dummy			0		
OSN: YAHALA ARAB 2 ᴿᴬᵂ	Yahala Arab 2 RAW [OSN]	dummy			0		
OSN: YAHALA BIL ARABI ᴿᴬᵂ	Yahala Bil Arabi RAW [OSN]	dummy			0		
OSN: YAHALA ᴿᴬᵂ	Yahala RAW [OSN]	dummy			0		
OmanSport.sa	Oman Sport TV 4K [SPO]	dummy			0		
OutdoorChannel.us	Outdoor Channel HD [US]	direct	provider_14	OutdoorChannel.us	82	312beea0b8	Heartland Bowhunter | Drop Zone | Wild at Heart
OutsideTV.us	Outside TV HD [US]	direct	provider_14	OutsideTV.us	65	991c5e2c06	Athletic Brewing IRONMAN 70.3 Oceanside 70.3 March 2026 | Revelstoke Snowboarding: Part 2 | Idaho Packrafting
Ovation.us	Ovation HD [US]	direct	provider_14	Ovation.us	50	8e6dab54ed	Natural Blood Pressure Management | POOF! Bye Bye Under Eye Bags! | The Art Of
Oxygen.us	Oxygen HD [US]	direct	provider_14	Oxygen.us	51	b441479d0b	Dateline | A Wedding and a Murder | Accident, Suicide, or Murder
PBSAmerica.uk	Pbs America [UK]	direct	provider_14	PBSAmerica.uk	5	d9bc8e8f71	Teleshopping | Grand Tours of the Scottish Isles | Battlefield America
PGA TOUR: RBC Canadian Open Clark & Lowry Featured Groups Second Round (Clark & Lowry G~cbc2a9b8	Pga Tour: Rbc Canadian Open Clark & Lowry Featured Groups Second Round (Clark & Lowry Groups) @ Jun 12 7:30 Am :Golf 04	dummy			0		
PGA TOUR: RBC Canadian Open Featured Hole #14 Second Round (Featured Hole #14) @ Jun 12~34651375	Pga Tour: Rbc Canadian Open Featured Hole #14 Second Round (Featured Hole #14) @ Jun 12 3:00 Pm :Golf 08	dummy			0		
PGA TOUR: RBC Canadian Open Featured Hole #7 Second Round (Featured Hole #7) @ Jun 12 3~53c9ae3e	Pga Tour: Rbc Canadian Open Featured Hole #7 Second Round (Featured Hole #7) @ Jun 12 3:00 Pm :Golf 07	dummy			0		
PGA TOUR: RBC Canadian Open Fleetwood Featured Group Second Round (Fleetwood Featured G~d311118e	Pga Tour: Rbc Canadian Open Fleetwood Featured Group Second Round (Fleetwood Featured Group) @ Jun 12 3:00 Pm :Golf 06	dummy			0		
PGA TOUR: RBC Canadian Open Koepka Marquee Group Second Round (Koepka Group) @ Jun 12 7~07d45e33	Pga Tour: Rbc Canadian Open Koepka Marquee Group Second Round (Koepka Group) @ Jun 12 7:30 Am :Golf 03	dummy			0		
PGA TOUR: RBC Canadian Open Main Feed Second Round @ Jun 12 7:00 AM :Golf 01	Pga Tour: Rbc Canadian Open Main Feed Second Round @ Jun 12 7:00 Am :Golf 01	dummy			0		
PGA TOUR: RBC Canadian Open Morikawa Featured Group Second Round @ Jun 12 3:00 PM :Golf 05	Pga Tour: Rbc Canadian Open Morikawa Featured Group Second Round @ Jun 12 3:00 Pm :Golf 05	dummy			0		
PPV EVENT 12: West Virginia Motor Speedway (6.12 6:15 PM ET)	PPV Event 12: West Virginia Motor Speedway (6.12 6:15 Pm Et)	dummy			0		
PPV EVENT 13: Knoxville Raceway (6.12 7:00 PM ET)	PPV Event 13: Knoxville Raceway (6.12 7:00 Pm Et)	dummy			0		
PPV EVENT 14: Coles County Speedway (6.12 7:15 PM ET)	PPV Event 14: Coles County Speedway (6.12 7:15 Pm Et)	dummy			0		
PPV EVENT 15: Dirt Zone (6.12 7:30 PM ET)	PPV Event 15: Dirt Zone (6.12 7:30 Pm Et)	dummy			0		
PPV EVENT 16: CMP Boxing Hall of Fame Fight Night (6.12 6:00 PM ET)	PPV Event 16: Cmp Boxing Hall Of Fame Fight Night (6.12 6:00 Pm Et)	dummy			0		
PPV EVENT 17: PRESS CONFERENCE UFC Freedom 250 (6.12 8:15 PM ET)	PPV Event 17: Press Conference UFC Freedom 250 (6.12 8:15 Pm Et)	dummy			0		
PPV EVENT 18	PPV Event 18	dummy			0		
PPV EVENT 19	PPV Event 19	dummy			0		
PPV EVENT 20	PPV Event 20	dummy			0		
PPV EVENT 21	PPV Event 21	dummy			0		
PPV EVENT 22	PPV Event 22	dummy			0		
PPV EVENT 23	PPV Event 23	dummy			0		
PPV EVENT 24	PPV Event 24	dummy			0		
PPV EVENT 25	PPV Event 25	dummy			0		
PPV EVENT 26	PPV Event 26	dummy			0		
PPV EVENT 27	PPV Event 27	dummy			0		
PPV EVENT 28	PPV Event 28	dummy			0		
PPV EVENT 29	PPV Event 29	dummy			0		
PPV EVENT 30	PPV Event 30	dummy			0		
PPV EVENT 31	PPV Event 31	dummy			0		
PPV EVENT 32	PPV Event 32	dummy			0		
PPV EVENT 33	PPV Event 33	dummy			0		
PPV EVENT 34	PPV Event 34	dummy			0		
PPV EVENT 35	PPV Event 35	dummy			0		
PPV EVENT 36	PPV Event 36	dummy			0		
PPV EVENT 37	PPV Event 37	dummy			0		
PPV EVENT 38	PPV Event 38	dummy			0		
PPV EVENT 39	PPV Event 39	dummy			0		
PPV EVENT 40	PPV Event 40	dummy			0		
PPV EVENT 41	PPV Event 41	dummy			0		
PPV EVENT 42:	PPV Event 42	dummy			0		
PPV EVENT 43:	PPV Event 43	dummy			0		
PPV EVENT 44:	PPV Event 44	dummy			0		
PPV EVENT 45:	PPV Event 45	dummy			0		
PPV EVENT 46:	PPV Event 46	dummy			0		
PPV EVENT 47:	PPV Event 47	dummy			0		
PPV EVENT 48:	PPV Event 48	dummy			0		
PPV EVENT 49:	PPV Event 49	dummy			0		
PPV EVENT 50:	PPV Event 50	dummy			0		
PPV EVENT 51:	PPV Event 51	dummy			0		
PPV EVENT 52:	PPV Event 52	dummy			0		
PPV EVENT 53:	PPV Event 53	dummy			0		
PPV EVENT 54:	PPV Event 54	dummy			0		
PPV EVENT 55:	PPV Event 55	dummy			0		
PPV EVENT 56:	PPV Event 56	dummy			0		
PPV EVENT 57:	PPV Event 57	dummy			0		
PPV EVENT 58:	PPV Event 58	dummy			0		
PPV EVENT 59:	PPV Event 59	dummy			0		
PPV EVENT 60:	PPV Event 60	dummy			0		
PPV EVENT 61:	PPV Event 61	dummy			0		
PPV EVENT 62:	PPV Event 62	dummy			0		
PPV EVENT 63:	PPV Event 63	dummy			0		
PPV EVENT 64:	PPV Event 64	dummy			0		
PPV EVENT 65:	PPV Event 65	dummy			0		
PPV EVENT 66:	PPV Event 66	dummy			0		
PPV EVENT 67:	PPV Event 67	dummy			0		
PPV EVENT 68:	PPV Event 68	dummy			0		
PPV EVENT 69:	PPV Event 69	dummy			0		
PPV EVENT 70	PPV Event 70	dummy			0		
PPV: UFC MAIN EVENT	UFC Main Event [PPV]	dummy			0		
PPV: WWE MAIN EVENT	Wwe Main Event [PPV]	dummy			0		
ParamountNetwork.us	Paramount HD [US]	direct	provider_14	ParamountNetwork.us	36	6a090ce684	Bar Rescue | Inside Edition | Entertainment Tonight
PixLTV.us	Pixl HD [US]	direct	provider_14	PixLTV.us	32	737270d2ac	Easy Heart | Uncorked | My George
PlaneteJustice.fr	Crime Investigation HEVC 4K [UK]	alias	UK1	Crime+Inv.HD.uk	0		
PlutoBounceXL.us	Bounce Xl [US]	dummy			0		
Pop.uk	Pop [UK]	direct	provider_14	Pop.uk	19	2bd7ed5539	seaQuest DSV
PremierSports1.ie	Premier Sports 1 Ireland HEVC 4K [UK]	direct	provider_14	PremierSports1.ie	39	bbedda1b71	Sporting Greats | Challenge Cup | Top 14 Rugby Union Highlights
PremierSports1.uk	Premier Sport 1 HD [VIP]	direct	provider_14	PremierSports1.uk	42	7b0dc9c505	Challenge Cup | The Final Duel | NASCAR Highlights
PremierSports2.ie	Premier Sports 2 Ireland HEVC 4K [UK]	direct	provider_14	PremierSports2.ie	26	a62860e2d9	Live EUT20 Belgium | Temples of Sport | NHL Ice Hockey
PremierSports2.uk	Premier Sport 2 HD [VIP]	direct	provider_14	PremierSports2.uk	28	cbcdbce053	FREEVIEW | Live EUT20 Belgium | Temples of Sport
PursuitChannel.us	Pursuit Channel HD [US]	direct	provider_14	PursuitChannel.us	87	e34e164908	Paid Programming | Fly Rod Chronicles | Federation Angler TV
QVC.uk	Qvc UK [UK]	direct	provider_14	QVC.uk	46	1b6491f916	QVC Selection | L'Occitane | Sara Davies Home Collection
QVC.us	Qvc HD [US]	direct	provider_14	QVC.us	34	68b2a7a266	Live: Fire Light Lab Grown Diamond Jewelry | Live: Fri-YAY! Fashion Deals With Leah Williams | Live: Love Who You Are by Kim Gravel
QVCBeauty.uk	Qvc Beauty [UK]	direct	provider_14	QVCBeauty.uk	48	f9f8ac7b2c	Best Of QVC Beauty
QVCExtra.uk	Qvc Extra [UK]	direct	provider_14	QVCExtra.uk	48	111634f8ef	Best of QVC Extra
QVCPlus.us	Qvc 2 HD [US]	direct	provider_14	QVCPlus.us	27	8aa26779cf	Celebrating 40 Years - Our Biggest Celebration Ever | Shopping | Diamonique Italia Collection -- Jewelry
QVCStyle.uk	Qvc Style [UK]	direct	provider_14	QVCStyle.uk	48	3bc6772158	Morning Style | Finery London | Kim & Co Sale
Qf1 vs Qf2 @ Jun 12 15:30 PM - WTA London :Tennis 27	QF1 Vs QF2 @ Jun 12 15:30 Pm - Wta London :Tennis 27	dummy			0		
Qf3 vs Qf4 @ Jun 12 15:20 PM - S-Hertogenbosch :Tennis 26	QF3 Vs QF4 @ Jun 12 15:20 Pm - S-Hertogenbosch :Tennis 26	dummy			0		
Qf5 vs Qf6 @ Jun 12 16:40 PM - WTA London :Tennis 29	QF5 Vs QF6 @ Jun 12 16:40 Pm - Wta London :Tennis 29	dummy			0		
Quest.uk	Quest 4K [UK]	direct	provider_14	Quest.uk	53	dc14a5c35c	Aussie Gold Hunters | Outback Opal Hunters | Wheeler Dealers
QuestRed.uk	Quest Red +1 [UK]	direct	provider_14	QuestRed.uk	54	57ba31f214	Disappeared | Judge Rinder's Crime Stories | Married To Evil
RFDTV.us	Rfd TV HD [US]	direct	provider_14	RFDTV.us	67	976fea8600	Healthy Joints for Life With Rich Diana | DocTalk | Top Crop
RTDocEnglish.ru	Rt Documentry HD [UK]	direct	provider_14	RTDocEnglish.ru	179	bad2eb0524	Out of cycle | Saving Our Planet | The Case
RacingUK.uk	Racing TV HD [VIP]	alias	UK1	Racing.TV.HD.uk	0		
RealityXtra.uk	Reality Xtra Ie [UK]	dummy			0		
Really.uk	Really [UK]	direct	provider_14	Really.uk	47	c3e0f95403	Salvage Hunters | Celebrity Yorkshire Auction House | The Repair Shop
